addr	serial	name	sido_	gu	sido
경기도 안산시 상록구 본오로 157	S090002742	상록초등학교	경기도	안산시	경기
인천광역시 남동구 소래역로 102	S040000647	인천논현초등학교	인천광역시	남동구	인천
서울특별시 은평구 불광로 51	S010001984	서울불광초등학교	서울특별시	은평구	서울
경상북도 안동시 경동로 947-20	S150002309	길주초등학교	경상북도	안동시	경북
서울특별시 강동구 아리수로98길 24	S010000903	서울강일초등학교	서울특별시	강동구	서울
경기도 화성시 봉담읍 식골길 14	S090005487	와우초등학교	경기도	화성시	경기
강원도 춘천시 춘주로 159	S100001831	남부초등학교	강원도	춘천시	강원
전라북도 군산시 나운안길 54	S130002499	군산진포초등학교	전라북도	군산시	전북
경기도 남양주시 화도읍 수레로 1234-52	S090001629	마석초등학교	경기도	남양주시	경기
경기도 광주시 초월읍 현산로 89-16	S090004942	광주도평초등학교	경기도	광주시	경기
대구광역시 동구 송라로 123	S030000672	대구동신초등학교	대구광역시	동구	대구
부산광역시 사하구 하신번영로 186	S020001493	하남초등학교	부산광역시	사하구	부산
인천광역시 서구 검단로744번1길 50	S040000849	인천불로초등학교	인천광역시	서구	인천
전라남도 목포시 포미로 35	S140005309	목포용해초등학교	전라남도	목포시	전남
대구광역시 중구 달성로 15	S030000658	계성초등학교	대구광역시	중구	대구
경상북도 경산시 백양로33길 32	S150006029	사동초등학교	경상북도	경산시	경북
경기 용인시 처인구 금학로367번길 14	S090003544	용인초등학교	경기	용인시	경기
경기도 고양시 덕양구 향동1로 37	S090007375	향동초등학교	경기도	고양시	경기
경기도 광명시 시청로138번길 8	S090001205	광명북초등학교	경기도	광명시	경기
경기도 평택시 안중읍 현화중앙길 83	S090005184	현일초등학교	경기도	평택시	경기
대구광역시 달성군 다사읍 대실역북로 93	S030001809	대구왕선초등학교	대구광역시	달성군	대구
경기도 남양주시 화도읍 경춘로2290번길 50	S090006801	남양주월산초등학교	경기도	남양주시	경기
강원도 홍천군 홍천읍 연봉로 17-9	S100002169	남산초등학교	강원도	홍천군	강원
경기도 시흥시 목감둘레로 229-9	S090006133	조남초등학교	경기도	시흥시	경기
강원도 원주시 늘품로 64	S100003739	구곡초등학교	강원도	원주시	강원
경기도 화성시 동탄청계로 303-34	S090006933	무봉초등학교	경기도	화성시	경기
경기도 평택시 매봉산1길 5	S090004022	덕동초등학교	경기도	평택시	경기
경기도 화성시 동탄대로3길 17-7	S090006940	호연초등학교	경기도	화성시	경기
경상남도 창원시 의창구 반계로80번길 7	S160002398	사화초등학교	경상남도	창원시	경남
충청남도 당진시 신평면 거산3거리길	S120000902	서정초등학교	충청남도	당진시	충남
전라남도 장흥군 장흥읍 의향길 23	S140001994	장흥초등학교	전라남도	장흥군	전남
서울특별시 도봉구 시루봉로 53	S010001733	동북초등학교	서울특별시	도봉구	서울
경기도 화성시 병점3로 77	S090005017	태안초등학교	경기도	화성시	경기
경상남도 김해시 가야로147번길 15	S160003254	분성초등학교	경상남도	김해시	경남
경기도 오산시 운암로 72	S090004328	운산초등학교	경기도	오산시	경기
대구광역시 수성구 범안로4길 22	S030000686	대구범일초등학교	대구광역시	수성구	대구
충청북도 청주시 흥덕구 서경로 19	S110001861	서경초등학교	충청북도	청주시	충북
서울특별시 성동구 독서당로62길 28	S010002189	서울응봉초등학교	서울특별시	성동구	서울
전라북도 전주시 완산구 문학로 30	S130002572	전주문학초등학교	전라북도	전주시	전북
경기도 성남시 분당구 양현로 146	S090002262	이매초등학교	경기도	성남시	경기
서울특별시 송파구 가락로11길 26	S010000924	서울석촌초등학교	서울특별시	송파구	서울
대구광역시 북구 경대로 21	S030000895	대구신암초등학교	대구광역시	북구	대구
경기도 시흥시 옥구천동로 433-25	S090002752	송운초등학교	경기도	시흥시	경기
충청북도 청주시 청원구 주성로 121	S110001860	사천초등학교	충청북도	청주시	충북
전라북도 전주시 완산구 따박골7길 20	S130001478	전주화산초등학교	전라북도	전주시	전북
경기도 시흥시 월곶해안로 69	S090004850	시흥월곶초등학교	경기도	시흥시	경기
대전광역시 대덕구 동춘당로54번길 35	S060000311	대전송촌초등학교	대전광역시	대덕구	대전
경기도 수원시 권선구 금호로37번길 15	S090002511	칠보초등학교	경기도	수원시	경기
광주광역시 동구 중앙로 320	S050000212	광주계림초등학교	광주광역시	동구	광주
서울특별시 강남구 개포로 263	S010000741	서울구룡초등학교	서울특별시	강남구	서울
경상남도 거제시 계룡로 25	S160003257	거제고현초등학교	경상남도	거제시	경남
서울특별시 강동구 풍성로 261	S010000954	서울한산초등학교	서울특별시	강동구	서울
서울특별시 동대문구 장안벚꽃로 309	S010005283	서울휘봉초등학교	서울특별시	동대문구	서울
충청남도 예산군 예산읍 역전로134번길 40	S120000697	금오초등학교	충청남도	예산군	충남
경기도 수원시 장안구 대평로52번길 21	S090002461	명인초등학교	경기도	수원시	경기
충청남도 천안시 서북구 한들2로 33	S120002873	천안한들초등학교	충청남도	천안시	충남
제주특별자치도 제주시 화삼북로2길 27	S170000837	삼화초등학교	제주특별자치도	제주시	제주
강원도 춘천시 공지로 108-17	S100001867	석사초등학교	강원도	춘천시	강원
세종특별자치시 조치원읍 대동학교길	S080000055	조치원대동초등학교	세종특별자치시	세종시	세종
광주광역시 북구 동림용산로 7	S050000243	동림초등학교	광주광역시	북구	광주
경기도 용인시 처인구 금학로 471-1	S090003542	용마초등학교	경기도	용인시	경기
경기도 의정부시 오목로 83	S090003674	의정부부용초등학교	경기도	의정부시	경기
대구광역시 북구 칠성시장로23길 55	S030000896	대구옥산초등학교	대구광역시	북구	대구
경기도 남양주시 별내3로 173	S090005784	별가람초등학교	경기도	남양주시	경기
경기도 이천시 부발읍 경충대로2250번길 12	S090003780	신하초등학교	경기도	이천시	경기
경기도 시흥시 군자로 539	S090002723	군자초등학교	경기도	시흥시	경기
경기도 광주시 오포읍 추자길 28-7	S090001311	오포초등학교	경기도	광주시	경기
서울특별시 마포구 도화2길 64	S010001978	서울마포초등학교	서울특별시	마포구	서울
경기도 안산시 상록구 부곡로 73	S090002766	안산부곡초등학교	경기도	안산시	경기
부산광역시 북구 금곡대로186번길 43	S020001262	명덕초등학교	부산광역시	북구	부산
부산광역시 사상구 엄궁로191번길 23	S020001284	엄궁초등학교	부산광역시	사상구	부산
경기도 군포시 고산로 542	S090001396	둔전초등학교	경기도	군포시	경기
충청북도 진천군 진천읍 상산로 35	S110000792	진천상산초등학교	충청북도	진천군	충북
서울특별시 금천구 금하로30길 53	S010005177	서울금동초등학교	서울특별시	금천구	서울
인천광역시 부평구 안남로253번길 41	S040000838	인천부마초등학교	인천광역시	부평구	인천
경기도 고양시 덕양구 무원로 47	S090000992	무원초등학교	경기도	고양시	경기
경기도 광명시 오리로 841	S090001201	광명광덕초등학교	경기도	광명시	경기
전라북도 군산시 미룡로 32-8	S130000588	군산용문초등학교	전라북도	군산시	전북
경상남도 양산시 양주로 55	S160003238	삽량초등학교	경상남도	양산시	경남
광주광역시 광산구 목련로219번길 104	S050000436	마지초등학교	광주광역시	광산구	광주
경상북도 포항시 남구 연일읍 유강길9번길 39	S150003615	유강초등학교	경상북도	포항시	경북
세종특별자치시  보람1길 9	S080000168	여울초등학교	세종특별자치시	세종시	세종
경기도 용인시 수지구 수지로296번길 3	S090003558	토월초등학교	경기도	용인시	경기
경기도 시흥시 대은로104번길 29-10	S090002761	시흥은행초등학교	경기도	시흥시	경기
경기도 파주시 문산읍 선유울3길 85	S090003889	문산동초등학교	경기도	파주시	경기
충청북도 충주시 우륵로 55	S110001091	탄금초등학교	충청북도	충주시	충북
대구광역시 달성군 다사읍 죽곡1길 18	S030001653	대구죽곡초등학교	대구광역시	달성군	대구
경기도 고양시 덕양구 오금1로 10	S090006096	고양오금초등학교	경기도	고양시	경기
인천광역시 남동구 논현역로 31	S040001841	인천동방초등학교	인천광역시	남동구	인천
전라남도 광양시 광장로 75	S140000571	광양중진초등학교	전라남도	광양시	전남
충청남도 서산시 양유정3로 9	S120000964	부춘초등학교	충청남도	서산시	충남
경기도 광주시 태봉로 56	S090001316	태전초등학교	경기도	광주시	경기
광주광역시 서구 풍암2로 56	S050000467	신암초등학교	광주광역시	서구	광주
경기도 군포시 오금로 131	S090001385	군포양정초등학교	경기도	군포시	경기
경상남도 밀양시 중앙로 282-12	S160001502	밀양초등학교	경상남도	밀양시	경남
대전광역시 서구 관저로 196	S060001058	대전느리울초등학교	대전광역시	서구	대전
서울특별시 은평구 가좌로6길 20	S010002009	서울응암초등학교	서울특별시	은평구	서울
경기도 오산시 오산로 92	S090004331	원동초등학교	경기도	오산시	경기
대전광역시 유성구 학하서로 74	S060001213	대전계산초등학교	대전광역시	유성구	대전
서울특별시 송파구 위례북로2길 12	S010005599	서울위례솔초등학교	서울특별시	송파구	서울
경상남도 거제시 사등면 언양로 541	S160000780	기성초등학교	경상남도	거제시	경남
경상남도 창원시 성산구 단정로 75	S160002418	웅남초등학교	경상남도	창원시	경남
전라남도 목포시 남악1로16번길 25	S140005409	목포영산초등학교	전라남도	목포시	전남
부산광역시 사상구 덕상로 120	S020001264	모덕초등학교	부산광역시	사상구	부산
부산광역시 서구 대신로 63	S020001459	대신초등학교	부산광역시	서구	부산
인천광역시 부평구 충선로 293	S040001815	인천영선초등학교	인천광역시	부평구	인천
경기도 수원시 영통구 태장로71번길 30	S090002513	태장초등학교	경기도	수원시	경기
경기도 양주시 고읍남로191번길 12	S090006419	광사초등학교	경기도	양주시	경기
서울특별시 강동구 고덕로46길 53	S010000907	서울고명초등학교	서울특별시	강동구	서울
인천광역시 남동구 성리로 32-2	S040000663	인천성리초등학교	인천광역시	남동구	인천
경기도 시흥시 해송십리로 472-30	S090007326	배곧누리초등학교	경기도	시흥시	경기
대전광역시 유성구 관평2로 43	S060001113	대전동화초등학교	대전광역시	유성구	대전
경기도 수원시 권선구 세류로 78	S090002468	세류초등학교	경기도	수원시	경기
충청남도 천안시 동남구 풍세로 801-28	S120002550	천안청룡초등학교	충청남도	천안시	충남
대전광역시 유성구 죽동로 52	S060001325	대전죽동초등학교	대전광역시	유성구	대전
경기도 남양주시 진접읍 해밀예당3로 103	S090006802	해밀초등학교	경기도	남양주시	경기
서울특별시 노원구 화랑로 815	S010001793	태강삼육초등학교	서울특별시	노원구	서울
제주특별자치도 서귀포시 천제연로 231	S170000331	중문초등학교	제주특별자치도	서귀포시	제주
경기도 성남시 중원구 여수울로 37	S090005914	성남여수초등학교	경기도	성남시	경기
인천광역시 부평구 부평문화로53번길 19	S040000844	인천부평서초등학교	인천광역시	부평구	인천
서울특별시 성동구 행당로1길 13	S010002171	서울금북초등학교	서울특별시	성동구	서울
충청북도 청주시 흥덕구 진재로47번길 45	S110000969	증안초등학교	충청북도	청주시	충북
서울특별시 광진구 천호대로130길 58	S010002163	경복초등학교	서울특별시	광진구	서울
경기도 용인시 처인구 포곡읍 부곡로 24	S090003559	포곡초등학교	경기도	용인시	경기
대전광역시 서구 대덕대로 112-10	S060000511	대전둔원초등학교	대전광역시	서구	대전
충청북도 진천군 진천읍 중앙서3길 6	S110000790	진천삼수초등학교	충청북도	진천군	충북
광주광역시 광산구 하남대로54번길 10	S050000499	하남초등학교	광주광역시	광산구	광주
경기도 평택시 세교공원로 32	S090004035	세교초등학교	경기도	평택시	경기
강원도 원주시 만대로 65	S100003820	만대초등학교	강원도	원주시	강원
경기도 이천시 서희로81번길 20	S090003791	이천초등학교	경기도	이천시	경기
경기도 김포시 사우로 20	S090001516	사우초등학교	경기도	김포시	경기
경상남도 양산시 명동4길 5	S160001814	웅상초등학교	경상남도	양산시	경남
충청북도 청주시 상당구 호미로 167	S110001863	용성초등학교	충청북도	청주시	충북
경기도 남양주시 진접읍 해밀예당2로 21	S090006460	화봉초등학교	경기도	남양주시	경기
경기도 포천시 소흘읍 솔모루로3번길 52-20	S090004211	추산초등학교	경기도	포천시	경기
서울특별시 양천구 월정로 280	S010001008	서울강신초등학교	서울특별시	양천구	서울
인천광역시 연수구 인천타워대로54번길 46	S040001859	인천해송초등학교	인천광역시	연수구	인천
전라북도 전주시 덕진구 쪽구름로 39	S130001466	전주조촌초등학교	전라북도	전주시	전북
경기도 고양시 일산서구 강선로 123	S090000994	문화초등학교	경기도	고양시	경기
경상남도 진주시 새평거로 85	S160003485	서진초등학교	경상남도	진주시	경남
경기도 고양시 덕양구 호국로834번길 89	S090001004	성사초등학교	경기도	고양시	경기
서울특별시 강서구 공항대로36길 74	S010001004	서울가곡초등학교	서울특별시	강서구	서울
경기도 용인시 기흥구 동백8로 39	S090005324	동막초등학교	경기도	용인시	경기
경상북도 포항시 남구 연일읍 철강로25번길 40	S150003610	연일초등학교	경상북도	포항시	경북
경기도 광명시 성채안로 16	S090005739	충현초등학교	경기도	광명시	경기
서울특별시 관악구 난향길 9	S010001581	서울난향초등학교	서울특별시	관악구	서울
대전광역시 중구 목동로 69	S060001082	대전목양초등학교	대전광역시	중구	대전
서울특별시 도봉구 방학로 32-28	S010001782	서울창도초등학교	서울특별시	도봉구	서울
경기도 의왕시 내손로 101	S090005771	내동초등학교	경기도	의왕시	경기
대구광역시 수성구 지산로 12	S030000703	대구용지초등학교	대구광역시	수성구	대구
전라남도 영광군 영광읍 중앙로 216-7	S140001694	영광초등학교	전라남도	영광군	전남
부산광역시 연제구 거제천로270번길 30	S020001024	연서초등학교	부산광역시	연제구	부산
전라북도 부안군 부안읍 석정로 313	S130000953	부안동초등학교	전라북도	부안군	전북
서울특별시 동작구 상도로58길 21	S010005567	서울상현초등학교	서울특별시	동작구	서울
경기도 성남시 분당구 미금로 151	S090002240	성남미금초등학교	경기도	성남시	경기
울산 북구 천곡길 138	S070000604	천곡초등학교	울산	북구	울산
인천광역시 연수구 컨벤시아대로252번길 75	S040002056	인천예송초등학교	인천광역시	연수구	인천
충청북도 청주시 서원구 원흥로 24	S110001878	샛별초등학교	충청북도	청주시	충북
울산광역시 동구 남목13길 23	S070000365	동부초등학교	울산광역시	동구	울산
경상남도 김해시 월산로 81-36	S160001206	주석초등학교	경상남도	김해시	경남
경기도 시흥시 장곡로70번길 12	S090002781	장곡초등학교	경기도	시흥시	경기
충청남도 홍성군 홍성읍 조양로 43	S120001246	홍성초등학교	충청남도	홍성군	충남
서울특별시 송파구 백제고분로28길 19	S010000922	서울삼전초등학교	서울특별시	송파구	서울
전라남도 목포시 남악1로52번길 68-3	S140005376	목포옥암초등학교	전라남도	목포시	전남
충청북도 청주시 흥덕구 옥산면 오송가락로 1020	S110002199	청주소로초등학교	충청북도	청주시	충북
경상남도 진주시 초전북로	S160003479	초전초등학교	경상남도	진주시	경남
경기도 여주시 여양로 91	S090003352	여흥초등학교	경기도	여주시	경기
경상북도 칠곡군 북삼읍 인평중앙로 43	S150003457	북삼초등학교	경상북도	칠곡군	경북
서울특별시 양천구 목동동로2길 54	S010001012	서울계남초등학교	서울특별시	양천구	서울
충청남도 논산시 논산대로 269-10	S120000452	논산중앙초등학교	충청남도	논산시	충남
대전광역시 서구 가장로 150	S060000501	대전가장초등학교	대전광역시	서구	대전
서울특별시 도봉구 마들로 859-44	S010001741	서울누원초등학교	서울특별시	도봉구	서울
충청남도 천안시 동남구 새말1길 29	S120000808	천안신용초등학교	충청남도	천안시	충남
서울특별시 동작구 강남초등길 15	S010001576	서울강남초등학교	서울특별시	동작구	서울
대구광역시 동구 안심로49길 70	S030000682	대구반야월초등학교	대구광역시	동구	대구
서울특별시 강동구 상일로 74-1	S010005527	서울강명초등학교	서울특별시	강동구	서울
경기도 안양시 동안구 관악대로 155	S090005009	샘모루초등학교	경기도	안양시	경기
울산광역시 중구 성안8길 10-5	S070000623	백양초등학교	울산광역시	중구	울산
경기도 이천시 갈산로 71	S090003799	한내초등학교	경기도	이천시	경기
서울특별시 동대문구 신이문로 16	S010001419	서울이문초등학교	서울특별시	동대문구	서울
경기도 김포시 양촌읍 양곡3로 47	S090006440	신양초등학교	경기도	김포시	경기
경상북도 김천시 용전4로3길 7	S150001714	운곡초등학교	경상북도	김천시	경북
서울특별시 은평구 녹번로1길 1	S010001973	서울녹번초등학교	서울특별시	은평구	서울
경기도 군포시 송부로73번길 7	S090007298	송안초등학교	경기도	군포시	경기
서울특별시 성북구 월곡로 74	S010002318	서울일신초등학교	서울특별시	성북구	서울
충청북도 청주시 청원구 오창읍 구룡2길 10	S110001886	비봉초등학교	충청북도	청주시	충북
광주광역시 광산구 월곡산정로 107	S050000475	월곡초등학교	광주광역시	광산구	광주
부산광역시 북구 의성로 23	S020002177	화정초등학교	부산광역시	북구	부산
경상남도 사천시 정동면 동계길 45	S160001620	동성초등학교	경상남도	사천시	경남
서울특별시 강동구 양재대로116길 69	S010000909	서울길동초등학교	서울특별시	강동구	서울
강원도 춘천시 승지골길16번길 36	S100003736	성원초등학교	강원도	춘천시	강원
광주광역시 남구 봉선로175번길 16	S050000477	유안초등학교	광주광역시	남구	광주
강원도 동해시 청운로 60	S100003577	청운초등학교	강원도	동해시	강원
경기도 화성시 병점노을로 19	S090007523	새봄초등학교	경기도	화성시	경기
경기도 안양시 동안구 동안로 90	S090003056	범계초등학교	경기도	안양시	경기
경기도 화성시 영통로27번길 46	S090004294	동학초등학교	경기도	화성시	경기
충청북도 청주시 서원구 월평로 35	S110000932	남평초등학교	충청북도	청주시	충북
제주특별자치도 제주시 성신로 25	S170000449	신광초등학교	제주특별자치도	제주시	제주
서울특별시 마포구 월드컵북로38길 26	S010001995	서울신북초등학교	서울특별시	마포구	서울
경기도 화성시 향남읍 행정동로 87	S090005645	도이초등학교	경기도	화성시	경기
인천광역시 서구 장고개로 336-1	S040000804	인천가정초등학교	인천광역시	서구	인천
경기도 평택시 신촌2로 33	S090007337	평택새빛초등학교	경기도	평택시	경기
인천광역시 서구 마전로115번길 24	S040000811	인천검단초등학교	인천광역시	서구	인천
경기도 수원시 팔달구 수성로258번길 70	S090002519	화홍초등학교	경기도	수원시	경기
대구광역시 동구 송라로6길 5	S030000700	대구신천초등학교	대구광역시	동구	대구
서울특별시 도봉구 삼양로146길 17	S010001746	서울백운초등학교	서울특별시	도봉구	서울
경기도 오산시 운암로 116	S090004330	운천초등학교	경기도	오산시	경기
경기도 부천시 심중로75번길 37	S090005648	중동초등학교	경기도	부천시	경기
전라북도 김제시 도작로 122	S130000705	김제검산초등학교	전라북도	김제시	전북
경상남도 김해시 월산로 139	S160001168	김해부곡초등학교	경상남도	김해시	경남
부산광역시 해운대구 해운대로349번길 10	S020001645	강동초등학교	부산광역시	해운대구	부산
경기도 평택시 송탄로 46	S090005142	장당초등학교	경기도	평택시	경기
대구광역시 서구 국채보상로34길 35	S030000873	대구달서초등학교	대구광역시	서구	대구
충청남도 서산시 덕지천로 104	S120000972	서림초등학교	충청남도	서산시	충남
경상북도 안동시 강남1길 78	S150006032	안동강남초등학교	경상북도	안동시	경북
전라북도 군산시 수송동로 90	S130002673	군산아리울초등학교	전라북도	군산시	전북
강원도 속초시 만천1길 67	S100001007	교동초등학교	강원도	속초시	강원
강원도 원주시 단관초교길 14	S100003713	단관초등학교	강원도	원주시	강원
경기도 성남시 수정구 수정로 233	S090002250	성남초등학교	경기도	성남시	경기
부산광역시 수영구 광안로35번길 42	S020001647	광안초등학교	부산광역시	수영구	부산
경기도 평택시 동부공원로 59	S090004036	소사벌초등학교	경기도	평택시	경기
인천광역시 중구 은하수로 402	S040002295	인천별빛초등학교	인천광역시	중구	인천
경기도 군포시 용호1로 34	S090004852	당동초등학교	경기도	군포시	경기
충청북도 옥천군 옥천읍 성암1길 9	S110000577	삼양초등학교	충청북도	옥천군	충북
부산광역시 동래구 온천천로381번길 19	S020000829	안민초등학교	부산광역시	동래구	부산
경기도 용인시 처인구 명지로 15-30	S090003540	역북초등학교	경기도	용인시	경기
서울특별시 강서구 등촌로35길 12	S010005546	서울등마초등학교	서울특별시	강서구	서울
전라북도 정읍시 학산로 69	S130002543	한솔초등학교	전라북도	정읍시	전북
전라남도 순천시 연동남3길 8	S140001138	순천왕지초등학교	전라남도	순천시	전남
경기도 파주시 교하로 60	S090007363	산들초등학교	경기도	파주시	경기
경기도 성남시 분당구 탄천로 97	S090002239	성남매송초등학교	경기도	성남시	경기
경기도 수원시 권선구 정조로544번길 13-7	S090002478	수원신곡초등학교	경기도	수원시	경기
충청북도 청주시 서원구 산남로 102	S110001874	산남초등학교	충청북도	청주시	충북
경기도 성남시 분당구 돌마로 250	S090002231	불정초등학교	경기도	성남시	경기
강원도 속초시 조양로118번길 9	S100003741	청봉초등학교	강원도	속초시	강원
부산광역시 해운대구 세실로 173	S020001664	상당초등학교	부산광역시	해운대구	부산
경기도 의정부시 전좌로156번길 20	S090004842	의정부호원초등학교	경기도	의정부시	경기
서울특별시 강동구 성안로 200	S010000947	서울천동초등학교	서울특별시	강동구	서울
경상남도 창원시 마산합포구 교방동1길 63	S160001384	교방초등학교	경상남도	창원시	경남
대전광역시 서구 탄방로 15	S060000538	대전탄방초등학교	대전광역시	서구	대전
인천광역시 서구 차오름로 64	S040002289	인천경연초등학교	인천광역시	서구	인천
서울특별시 관악구 성현로 117	S010005179	서울봉현초등학교	서울특별시	관악구	서울
광주광역시 남구 화산로 7	S050000427	광주효덕초등학교	광주광역시	남구	광주
대구광역시 수성구 달구벌대로 3067	S030000660	대구고산초등학교	대구광역시	수성구	대구
울산광역시 남구 삼산로94번길 20	S070000625	청솔초등학교	울산광역시	남구	울산
경기도 용인시 기흥구 신촌로73번길 28	S090003519	보정초등학교	경기도	용인시	경기
전라북도 군산시 의료원로 162	S130000584	군산서해초등학교	전라북도	군산시	전북
서울특별시 강남구 역삼로98길 16	S010000750	서울대현초등학교	서울특별시	강남구	서울
서울특별시 은평구 연서로18길 17	S010001976	서울대조초등학교	서울특별시	은평구	서울
충청남도 당진시 당진중앙1로 290	S120000884	계성초등학교	충청남도	당진시	충남
서울특별시 성북구 장월로23길 16	S010002319	서울장곡초등학교	서울특별시	성북구	서울
충청남도 홍성군 홍성읍 홍장북로 434	S120001243	홍남초등학교	충청남도	홍성군	충남
충청북도 청주시 청원구 오창읍 중부로 772	S110002234	생명초등학교	충청북도	청주시	충북
경기도 성남시 분당구 돌마로476번길 30	S090002236	서당초등학교	경기도	성남시	경기
경상남도 거제시 수양로 420	S160000813	수월초등학교	경상남도	거제시	경남
서울특별시 은평구 백련산로2길 35	S010002003	서울연은초등학교	서울특별시	은평구	서울
부산광역시 금정구 소정로 31	S020002149	금빛초등학교	부산광역시	금정구	부산
서울특별시 강동구 명일로 364	S010000915	서울명원초등학교	서울특별시	강동구	서울
경상남도 거제시 양정2길 15	S160003919	거제양정초등학교	경상남도	거제시	경남
경기도 고양시 일산서구 산현로 87	S090001038	현산초등학교	경기도	고양시	경기
전라북도 전주시 완산구 맏내로 57	S130002478	전주대정초등학교	전라북도	전주시	전북
경기도 용인시 기흥구 동백중앙로 78	S090005339	초당초등학교	경기도	용인시	경기
경기도 용인시 수지구 수지로 75-1	S090006847	매봉초등학교	경기도	용인시	경기
강원도 춘천시 동면 춘천로449번길 33	S100003896	장학초등학교	강원도	춘천시	강원
경기도 화성시 동탄순환대로 881-34	S090007263	치동초등학교	경기도	화성시	경기
경기도 남양주시 화도읍 경춘로 1707	S090001655	천마초등학교	경기도	남양주시	경기
부산광역시 해운대구 선수촌로 68	S020001680	장산초등학교	부산광역시	해운대구	부산
경기도 광명시 철산로 59	S090001202	광명광성초등학교	경기도	광명시	경기
경기도 이천시 마장면 중앙로 25	S090003766	마장초등학교	경기도	이천시	경기
경기도 안산시 상록구 고목로3길 44	S090002780	이호초등학교	경기도	안산시	경기
인천광역시 부평구 경인로911번길 28	S040000841	인천부평남초등학교	인천광역시	부평구	인천
경상남도 통영시 도남로 38	S160002563	진남초등학교	경상남도	통영시	경남
경상북도 포항시 북구 두호로52번길 13	S150003583	두호남부초등학교	경상북도	포항시	경북
세종특별자치시  대평1길 19	S080000209	대평초등학교	세종특별자치시	세종시	세종
경기도 성남시 수정구 단대로 30	S090002219	단대초등학교	경기도	성남시	경기
경기도 수원시 권선구 덕영대로1323번길 26-14	S090002446	곡반초등학교	경기도	수원시	경기
서울특별시 강서구 초록마을로 28	S010001060	서울화곡초등학교	서울특별시	강서구	서울
경기도 연천군 전곡읍 선사로 433	S090003438	전곡초등학교	경기도	연천군	경기
경기도 군포시 삼성로28번길 3	S090005846	군포신기초등학교	경기도	군포시	경기
부산광역시 해운대구 해운대해변로 73	S020001690	해강초등학교	부산광역시	해운대구	부산
충청북도 청주시 청원구 오창읍 과학산업3로 228	S110000887	청원초등학교	충청북도	청주시	충북
충청남도 보령시 주공로 119	S120002522	명천초등학교	충청남도	보령시	충남
강원도 동해시 평원로 120	S100000777	남호초등학교	강원도	동해시	강원
울산광역시 중구 남외3길 40	S070000616	남외초등학교	울산광역시	중구	울산
서울특별시 송파구 석촌호수로 159	S010000930	서울송전초등학교	서울특별시	송파구	서울
경기도 남양주시 화도읍 녹촌로 12	S090001654	창현초등학교	경기도	남양주시	경기
경기도 수원시 영통구 영통로 438	S090002487	영덕초등학교	경기도	수원시	경기
전라북도 군산시 지곡로 68	S130000592	군산초등학교	전라북도	군산시	전북
경기도 화성시 봉담읍 동화새터길 130	S090005588	동화초등학교	경기도	화성시	경기
서울특별시 강동구 성내로3길 19	S010000927	서울성내초등학교	서울특별시	강동구	서울
경기도 화성시 동탄시범한빛길 32	S090005474	석우초등학교	경기도	화성시	경기
경기도 고양시 일산동구 숲속마을로 51	S090001033	풍산초등학교	경기도	고양시	경기
울산광역시 동구 화문로 55	S070000399	화암초등학교	울산광역시	동구	울산
인천광역시 서구 서로3로 60	S040002032	인천해든초등학교	인천광역시	서구	인천
서울특별시 노원구 마들로 45	S010001791	서울한천초등학교	서울특별시	노원구	서울
서울특별시 송파구 오금로40길 37	S010000900	서울가주초등학교	서울특별시	송파구	서울
경기도 화성시 병점3로 132-5	S090005015	안화초등학교	경기도	화성시	경기
서울특별시 강동구 상암로 271	S010000911	서울대명초등학교	서울특별시	강동구	서울
인천광역시 서구 완정로34번길 23	S040000825	인천마전초등학교	인천광역시	서구	인천
경기도 안산시 단원구 석수로 93	S090002768	안산석수초등학교	경기도	안산시	경기
부산광역시 금정구 중앙대로1893번길 33	S020001902	두실초등학교	부산광역시	금정구	부산
경상남도 거창군 거창읍 거열로6길 12	S160003239	아림초등학교	경상남도	거창군	경남
강원도 삼척시 교동로 43	S100000899	삼척초등학교	강원도	삼척시	강원
서울특별시 서대문구 홍은중앙로 13	S010002018	서울홍제초등학교	서울특별시	서대문구	서울
충청남도 서산시 예천1로 3-21	S120002661	서산예천초등학교	충청남도	서산시	충남
광주광역시 광산구 수완로33번길 11	S050001373	은빛초등학교	광주광역시	광산구	광주
경기도 고양시 일산서구 고양대로 629	S090004859	한뫼초등학교	경기도	고양시	경기
서울특별시 마포구 월드컵로25길 86	S010001977	서울동교초등학교	서울특별시	마포구	서울
부산광역시 사하구 다대로 499	S020001454	다대초등학교	부산광역시	사하구	부산
울산광역시 동구 진성15길 35	S070000370	미포초등학교	울산광역시	동구	울산
경기도 김포시 김포한강9로 77	S090007618	김포구래초등학교	경기도	김포시	경기
경기도 화성시 병점1로 105	S090005013	구봉초등학교	경기도	화성시	경기
경상북도 칠곡군 석적읍 남율로12길 76	S150003459	석적초등학교	경상북도	칠곡군	경북
서울특별시 성북구 동소문로13길 38	S010002294	서울돈암초등학교	서울특별시	성북구	서울
대전광역시 동구 신기로 112	S060001130	대전가오초등학교	대전광역시	동구	대전
울산광역시 중구 평동길 25	S070000394	태화초등학교	울산광역시	중구	울산
대구광역시 북구 구암서로 50	S030000863	대구강북초등학교	대구광역시	북구	대구
경기도 수원시 팔달구 팔달로110번길 26	S090002479	수원초등학교	경기도	수원시	경기
